"","PEDU1","PEDU2","POCC1","POCC2","PSES1","PI1","PI2","PI3","PS1","PS2","PS3","PS4","DE1","DE2","SELD1","SELD2","SELD3","SELD4","SELD5","SIM1","SIM2","SIM3","SIM4","ANXI1","ANXI2","ANXI3","POSS1","POSS2","POSS3","TMP1","TMP2","TMP3","TMP4","TAC1","TAC2","TAC3","TAC4","CENV1","CU1","CU2","ARES1","ARES2","ARES3","SCORE"
"100","Lower_Secondary","Illiteracy","Farmer","Farmer",2,4,3,5,4,3,4,4,3,"Moderate","2 to 4","> 4",5,1,5,5,5,5,5,1,5,5,"Yes","No","Yes",5,2,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Maybe","2"
"101","Upper_Secondary","Elementary","Others","Housewife",2,3,5,5,5,5,4,5,3,"Moderate","< 2","< 2",3,2,4,4,4,4,4,3,3,3,"Yes","No","Yes",5,4,4,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
"102","Elementary","Elementary","Farmer","Housewife",2,3,4,4,4,3,3,3,3,"Moderate","< 2","< 2",4,2,5,4,4,5,5,2,2,2,"Yes","Yes","Yes",4,2,5,5,5,5,4,5,3,"Khmer","Irregular","Enough","Enough","Enough","2"
"103","Illiteracy","Illiteracy","Farmer","Farmer",1,5,5,4,4,3,5,4,3,"Far","2 to 4","> 4",4,1,5,5,5,5,4,2,2,2,"Yes","No","Yes",4,5,5,5,5,5,5,4,3,"Khmer","Fullday","Enough","Enough","Not_enough","3"
"104","Graduate","Graduate","Others","Others",2,3,3,3,3,3,3,3,3,"Short","< 2","< 2",3,2,3,3,5,3,5,2,3,2,"Yes","Yes","Yes",2,5,2,2,3,2,2,2,3,"English","Fullday","Enough","Enough","Enough","2"
"105","Illiteracy","Illiteracy","Farmer","Housewife",2,3,4,4,3,2,3,3,4,"Moderate","< 2","> 4",5,1,5,3,3,3,3,2,4,4,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Enough","Maybe","0"
"106","Lower_Secondary","Lower_Secondary","Farmer","Farmer",2,2,3,3,3,3,3,3,3,"Moderate","< 2","> 4",3,3,3,3,3,3,3,3,2,3,"No","No","Yes",3,4,4,5,5,5,5,5,3,"English","Irregular","Enough","Enough","Enough","3"
"107","Elementary","Lower_Secondary","Farmer","Farmer",3,5,5,5,5,5,5,5,5,"Moderate","< 2","Never",5,3,4,2,5,5,5,5,5,5,"Yes","No","Yes",5,5,5,5,5,5,5,5,3,"French","Fullday","Maybe","Enough","Not_enough","0"
"108","Lower_Secondary","Lower_Secondary","Farmer","Farmer",2,5,5,5,5,5,5,5,5,"Far","< 2","Never",5,2,4,2,5,5,5,5,5,5,"Yes","No","Yes",5,5,5,5,5,5,5,5,3,"French","Fullday","Maybe","Enough","Not_enough","0"
"109","Elementary","Illiteracy","Farmer","Farmer",1,5,5,5,3,5,5,5,3,"Far","< 2","Never",5,2,5,5,5,5,5,2,2,2,"Yes","No","Yes",3,2,5,5,4,5,4,4,2,"Khmer","Fullday","Not_enough","Enough","Not_enough","1"
"110","Elementary","Illiteracy","Farmer","Housewife",2,3,5,5,3,3,2,2,3,"Far","< 2","> 4",4,2,5,3,5,5,5,2,2,2,"Yes","No","Yes",5,1,5,5,3,5,5,3,2,"Khmer","One_Shift","Enough","Enough","Not_enough","2"
"111","Upper_Secondary","Undergraduate","Business","Government_Officer",2,5,5,5,4,4,5,5,5,"Moderate","2 to 4","> 4",5,2,5,5,5,4,4,1,2,1,"Yes","No","Yes",3,2,5,5,5,4,4,4,2,"Khmer","One_Shift","Maybe","Not_enough","Enough","3"
"112","Upper_Secondary","Undergraduate","Business","Government_Officer",2,5,5,5,4,4,5,5,5,"Moderate","2 to 4","> 4",5,2,5,5,5,4,4,1,2,1,"Yes","No","Yes",3,2,5,5,5,4,4,4,2,"Khmer","One_Shift","Maybe","Not_enough","Enough","3"
"113","Elementary","Lower_Secondary","Others","Others",2,2,3,4,2,4,3,2,2,"Far","< 2","> 4",2,3,2,5,4,4,3,3,3,2,"Yes","No","Yes",3,2,4,4,3,5,4,4,2,"Khmer","Irregular","Not_enough","Not_enough","Not_enough","2"
"114","Lower_Secondary","Elementary","Farmer","Farmer",2,5,4,5,5,5,5,5,4,"Moderate","< 2","> 4",4,2,5,5,5,5,5,4,5,1,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Not_enough","Not_enough","3"
"115","Undergraduate","Lower_Secondary","Private_Sector","Housewife",3,3,4,4,3,2,4,4,4,"Moderate","< 2","> 4",5,1,5,4,4,5,5,2,1,1,"Yes","No","No",4,1,5,5,5,5,4,5,3,"Khmer","Irregular","Enough","Enough","Not_enough","3"
"116","Elementary","Elementary","Farmer","Housewife",3,3,3,3,3,3,2,3,3,"Far","< 2","< 2",3,2,3,3,3,3,4,3,3,2,"Yes","No","Yes",4,2,4,4,3,4,4,3,3,"Khmer","Irregular","Enough","Enough","Enough","3"
"117","Lower_Secondary","Elementary","Government_Officer","Housewife",2,4,2,2,2,1,1,1,3,"Moderate","< 2","2 to 4",2,1,2,1,2,4,4,4,5,2,"Yes","No","No",3,2,2,4,4,5,4,3,2,"Khmer","Irregular","Enough","Enough","Maybe","1"
"118","Upper_Secondary","Elementary","Farmer","Farmer",2,5,5,5,5,5,5,5,4,"Short","2 to 4","> 4",5,1,5,5,5,5,5,2,5,1,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Not_enough","Not_enough","3"
"119","Undergraduate","Undergraduate","Government_Officer","Government_Officer",3,4,4,4,4,5,4,4,4,"Moderate","< 2","> 4",3,3,4,3,4,4,4,3,3,3,"Yes","Yes","Yes",4,2,4,4,4,4,4,4,3,"Khmer","Fullday","Enough","Enough","Enough","0"
"120","Elementary","Illiteracy","Farmer","Farmer",3,4,3,4,3,4,4,4,4,"Moderate","< 2","> 4",4,1,4,5,5,5,5,1,5,4,"Yes","No","Yes",5,1,5,4,5,5,5,5,3,"Khmer","One_Shift","Enough","Enough","Enough","3"
"121","Upper_Secondary","Illiteracy","Government_Officer","Housewife",3,4,4,5,4,4,4,4,3,"Moderate","< 2","> 4",3,3,3,4,4,4,5,3,5,2,"Yes","No","Yes",4,1,5,4,5,5,5,4,2,"Khmer","One_Shift","Not_enough","Not_enough","Not_enough","3"
"122","Elementary","Elementary","Farmer","Housewife",2,5,4,5,5,4,3,4,4,"Far","< 2","> 4",5,2,4,5,5,5,4,1,5,4,"Yes","No","No",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","2"
"123","Upper_Secondary","Lower_Secondary","Farmer","Housewife",2,4,5,5,4,5,5,4,3,"Moderate","< 2","> 4",4,2,5,4,4,4,4,2,5,2,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"124","Upper_Secondary","Lower_Secondary","Farmer","Housewife",2,3,5,5,3,3,5,5,4,"Far","< 2","> 4",5,2,5,5,4,4,3,3,4,2,"Yes","Yes","Yes",5,1,5,5,5,5,5,4,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","3"
"125","Lower_Secondary","Illiteracy","Farmer","Farmer",2,3,5,5,3,5,5,5,3,"Moderate","< 2","> 4",5,1,5,5,4,5,5,3,5,3,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","3"
"126","Lower_Secondary","Illiteracy","Farmer","Farmer",2,3,5,5,3,5,5,5,3,"Moderate","< 2","> 4",5,1,5,5,4,5,5,3,5,3,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","3"
"127","Elementary","Elementary","Farmer","Farmer",1,5,2,5,1,4,5,4,5,"Moderate","< 2","> 4",4,1,4,5,5,5,5,1,5,2,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","2"
"128","Others","Others","Others","Business",2,5,3,5,3,5,5,3,2,"Moderate","2 to 4","> 4",5,2,3,4,4,5,4,3,3,4,"Yes","No","No",5,2,5,5,5,5,4,5,2,"Others","Others","Enough","Enough","Maybe","3"
"129","Elementary","Illiteracy","Farmer","Farmer",2,4,4,5,5,4,5,4,4,"Moderate","< 2","< 2",3,2,2,1,4,4,5,1,4,4,"Yes","No","Yes",5,1,5,5,5,5,4,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","1"
"130","Lower_Secondary","Elementary","Farmer","Farmer",2,3,3,4,3,3,3,3,3,"Moderate","< 2","< 2",3,3,3,3,3,3,3,3,3,3,"Yes","Yes","Yes",3,3,3,3,3,3,3,3,2,"Khmer","One_Shift","Enough","Enough","Enough","1"
"131","Illiteracy","Elementary","Farmer","Farmer",2,3,4,5,3,4,4,4,3,"Moderate","< 2","> 4",4,2,4,4,3,4,4,2,4,2,"Yes","No","Yes",4,1,4,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"132","Elementary","Lower_Secondary","Farmer","Housewife",3,3,4,4,3,3,3,4,3,"Far","< 2","> 4",4,2,5,4,4,4,4,2,5,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Maybe","2"
"133","Undergraduate","Upper_Secondary","Others","Housewife",2,4,3,5,4,3,4,4,4,"Moderate","< 2","2 to 4",3,1,5,3,4,4,4,4,3,5,"No","No","Yes",4,3,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Maybe","1"
"134","Lower_Secondary","Elementary","Farmer","Housewife",2,3,5,5,4,5,5,4,4,"Far","< 2","2 to 4",3,1,3,5,4,4,5,3,5,5,"Yes","No","No",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","3"
"135","Lower_Secondary","Elementary","Farmer","Farmer",2,3,5,5,3,4,5,5,4,"Moderate","< 2","2 to 4",5,1,5,5,5,4,5,1,5,3,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","2"
"136","Elementary","Elementary","Farmer","Farmer",2,5,5,5,2,3,5,5,5,"Moderate","< 2","> 4",5,2,5,4,5,5,5,2,3,2,"Yes","Yes","Yes",5,1,5,5,5,4,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"137","Elementary","Illiteracy","Farmer","Farmer",2,3,5,5,3,3,5,5,2,"Moderate","< 2","> 4",4,2,5,5,5,5,5,2,5,3,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","3"
"138","Elementary","Elementary","Farmer","Others",2,3,3,3,3,3,3,3,3,"Moderate","2 to 4","> 4",3,3,3,3,4,3,4,3,3,3,"Yes","No","Yes",3,3,3,3,3,3,3,3,2,"Khmer","One_Shift","Enough","Enough","Maybe","0"
"139","Elementary","Lower_Secondary","Farmer","Farmer",2,4,3,5,3,3,3,3,3,"Moderate","< 2","> 4",3,3,3,3,4,4,4,3,3,2,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Enough","Maybe","2"
"140","Undergraduate","Upper_Secondary","Business","Business",2,3,3,3,3,3,3,3,3,"Far","< 2","< 2",3,2,3,2,5,3,4,5,5,5,"No","No","No",3,3,3,3,3,4,4,4,2,"Khmer","Fullday","Maybe","Maybe","Maybe","0"
"141","Elementary","Elementary","Business","Housewife",2,3,3,5,2,5,3,2,3,"Moderate","< 2","> 4",5,1,3,5,5,5,5,2,1,3,"Yes","Yes","Yes",3,2,5,5,4,5,5,5,2,"Khmer","One_Shift","Maybe","Not_enough","Maybe","3"
"142","Graduate","Graduate","Government_Officer","Government_Officer",3,5,5,5,4,5,3,2,4,"Far","< 2","> 4",4,1,4,3,4,4,3,3,3,5,"Yes","No","Yes",5,1,3,4,5,5,4,4,2,"Khmer","Irregular","Enough","Enough","Not_enough","2"
"143","Upper_Secondary","Elementary","Farmer","Farmer",2,3,5,5,4,4,3,3,3,"Moderate","< 2","2 to 4",3,2,3,5,5,5,5,3,5,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"144","Lower_Secondary","Illiteracy","Farmer","Housewife",2,5,5,5,5,5,3,2,5,"Moderate","< 2","> 4",4,2,5,5,5,5,5,2,5,2,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Not_enough","Not_enough","Enough","3"
"145","Undergraduate","Lower_Secondary","Private_Sector","Private_Sector",2,4,4,5,3,3,3,4,4,"Moderate","2 to 4","> 4",5,1,5,5,5,5,5,2,2,2,"Yes","No","Yes",4,1,5,5,5,5,3,5,2,"Khmer","One_Shift","Enough","Enough","Not_enough","3"
"146","Lower_Secondary","Elementary","Others","Housewife",2,3,4,4,3,4,4,4,3,"Moderate","2 to 4","> 4",5,2,4,5,5,5,5,2,2,1,"Yes","No","No",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","2"
"147","Lower_Secondary","Upper_Secondary","Farmer","Farmer",2,3,3,3,3,3,3,3,3,"Moderate","Never","> 4",3,3,3,3,3,3,3,3,4,3,"Yes","No","Yes",3,3,3,4,3,3,3,3,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
"148","Lower_Secondary","Lower_Secondary","Private_Sector","Business",2,2,5,2,3,3,2,3,2,"Moderate","2 to 4","> 4",3,3,5,5,5,4,5,4,5,5,"Yes","Yes","Yes",3,4,5,4,5,4,4,5,2,"Khmer","Fullday","Enough","Enough","Not_enough","2"
"149","Illiteracy","Illiteracy","Unemployment","Others",2,2,3,3,2,3,2,5,3,"Far","< 2","> 4",4,1,2,2,4,4,4,2,4,2,"Yes","No","No",4,2,5,5,4,5,3,5,2,"Khmer","One_Shift","Enough","Enough","Maybe","0"
"150","Undergraduate","Elementary","Business","Housewife",2,3,5,5,2,2,5,1,4,"Moderate","< 2","> 4",5,2,5,4,4,5,5,4,4,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","0"
"151","Upper_Secondary","Elementary","Government_Officer","Others",2,1,5,3,3,5,3,5,3,"Moderate","2 to 4","> 4",5,2,5,5,5,5,1,2,1,5,"Yes","Yes","Yes",3,1,5,3,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Not_enough","3"
"152","Upper_Secondary","Upper_Secondary","Private_Sector","Business",2,4,5,5,4,5,5,5,5,"Far","Never","> 4",2,3,3,1,4,4,5,3,4,5,"Yes","Yes","Yes",5,1,5,5,5,5,2,5,2,"Khmer","Irregular","Enough","Enough","Maybe","0"
"153","Undergraduate","Elementary","Business","Housewife",2,3,5,5,2,2,5,1,4,"Moderate","< 2","> 4",5,2,5,4,4,5,5,4,4,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","1"
"154","Illiteracy","Illiteracy","Farmer","Housewife",1,4,2,5,3,4,3,5,3,"Far","2 to 4","> 4",5,5,2,3,4,5,5,2,4,3,"Yes","No","No",5,2,5,5,5,5,5,4,3,"Khmer","One_Shift","Enough","Enough","Enough","0"
"155","Upper_Secondary","Upper_Secondary","Farmer","Farmer",3,4,4,4,4,4,4,4,4,"Moderate","< 2","< 2",3,3,3,3,3,3,3,3,3,3,"Yes","No","Yes",3,3,4,3,3,3,3,3,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
"156","Elementary","Illiteracy","Farmer","Farmer",2,3,4,4,3,2,2,3,2,"Far","< 2","< 2",2,2,3,3,3,4,3,2,4,2,"No","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","1"
"157","Others","Elementary","Others","Private_Sector",2,3,3,4,3,4,3,3,3,"Moderate","2 to 4","2 to 4",3,3,3,3,5,4,3,2,2,3,"Yes","Yes","Yes",3,3,3,3,3,3,3,3,2,"Khmer","One_Shift","Enough","Enough","Maybe","2"
"158","Upper_Secondary","Upper_Secondary","Government_Officer","Housewife",2,5,5,5,3,3,5,5,5,"Far","> 4","> 4",5,1,5,5,5,5,5,5,3,3,"Yes","No","No",3,1,5,5,4,5,5,5,2,"Khmer","Fullday","Enough","Enough","Not_enough","3"
"159","Others","Upper_Secondary","Private_Sector","Private_Sector",2,3,3,5,3,3,5,4,3,"Moderate","> 4","> 4",3,1,5,5,5,5,5,1,4,1,"Yes","No","Yes",5,2,5,5,4,5,5,5,2,"Khmer","Fullday","Enough","Enough","Maybe","2"
"160","Lower_Secondary","Elementary","Others","Housewife",2,2,4,3,4,3,2,5,3,"Moderate","< 2","2 to 4",3,3,4,5,5,4,3,4,5,3,"No","No","No",5,1,5,4,5,5,5,5,2,"English","One_Shift","Enough","Enough","Enough","0"
"161","Upper_Secondary","Elementary","Farmer","Farmer",2,4,4,5,5,4,5,5,5,"Moderate","2 to 4","> 4",5,1,5,5,5,5,5,1,2,1,"Yes","No","Yes",5,1,5,5,5,5,4,4,2,"Khmer","Irregular","Enough","Enough","Enough","0"
"162","Lower_Secondary","Lower_Secondary","Farmer","Farmer",3,5,5,5,2,3,5,5,5,"Moderate","< 2","> 4",4,1,5,5,5,5,5,2,5,2,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Enough","Enough","3"
"163","Elementary","Elementary","Farmer","Farmer",3,4,5,4,3,4,4,5,4,"Moderate","< 2","> 4",4,2,4,5,5,5,5,1,4,1,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Enough","3"
"164","Elementary","Elementary","Others","Business",2,2,3,3,3,2,2,3,1,"Moderate","> 4","> 4",3,1,5,5,3,5,4,2,2,2,"Yes","No","Yes",4,2,5,5,5,5,5,5,1,"Khmer","Irregular","Enough","Enough","Enough","3"
"165","Elementary","Illiteracy","Farmer","Farmer",2,4,3,5,2,4,3,4,3,"Moderate","< 2","> 4",4,2,4,4,4,4,5,4,4,2,"Yes","Yes","Yes",4,1,4,5,5,5,5,5,2,"Khmer","One_Shift","Not_enough","Not_enough","Not_enough","3"
"166","Lower_Secondary","Lower_Secondary","Farmer","Farmer",2,3,5,5,4,5,5,3,3,"Moderate","2 to 4","> 4",5,2,4,4,4,5,5,2,2,2,"Yes","No","Yes",5,2,5,5,5,5,4,5,2,"Khmer","Irregular","Enough","Enough","Enough","2"
"167","Lower_Secondary","Lower_Secondary","Farmer","Farmer",2,5,5,5,2,4,2,3,5,"Moderate","< 2","> 4",4,2,5,5,5,5,5,2,5,2,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Maybe","Not_enough","Maybe","3"
"168","Lower_Secondary","Elementary","Business","Private_Sector",2,3,4,4,4,5,4,4,3,"Moderate","< 2","2 to 4",5,1,4,4,5,5,4,2,3,3,"Yes","No","Yes",4,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Maybe","3"
"169","Elementary","Elementary","Business","Business",2,3,5,5,3,2,2,2,4,"Far","2 to 4","> 4",4,2,5,5,5,5,5,2,2,2,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","2"
"170","Lower_Secondary","Elementary","Business","Housewife",3,4,3,5,4,5,4,4,3,"Moderate","< 2","> 4",4,4,5,2,5,5,5,4,2,5,"Yes","No","Yes",5,5,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Maybe","0"
"171","Others","Others","Farmer","Farmer",2,3,3,4,3,4,4,4,3,"Moderate","< 2","< 2",2,3,3,3,5,5,4,2,5,2,"Yes","Yes","Yes",4,1,4,5,4,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","0"
"172","Upper_Secondary","Elementary","Farmer","Farmer",2,4,5,4,2,3,4,1,3,"Far","Never","Never",2,2,5,3,3,5,4,3,3,1,"Yes","No","Yes",5,1,4,5,4,4,4,4,2,"Khmer","One_Shift","Enough","Enough","Enough","0"
"173","Lower_Secondary","Elementary","Farmer","Farmer",2,4,4,4,3,2,3,3,4,"Far","< 2","< 2",3,2,3,4,4,4,4,2,3,3,"Yes","No","Yes",5,1,5,5,5,4,4,5,3,"Khmer","Irregular","Enough","Enough","Enough","1"
"174","Undergraduate","Upper_Secondary","Government_Officer","Business",3,4,3,4,3,4,3,5,4,"Short","Never","2 to 4",3,2,4,3,3,3,3,2,1,2,"Yes","No","Yes",4,1,4,4,4,3,3,3,2,"Khmer","Fullday","Enough","Enough","Maybe","1"
"175","Upper_Secondary","Lower_Secondary","Government_Officer","Housewife",2,3,3,3,3,4,3,4,4,"Moderate","< 2","> 4",5,4,5,4,4,5,5,1,1,3,"No","No","Yes",4,4,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Maybe","2"
"176","Undergraduate","Elementary","Others","Others",2,2,3,5,3,5,5,4,5,"Moderate","Never","> 4",3,1,3,3,3,5,3,3,3,1,"Yes","Yes","Yes",4,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
"177","Lower_Secondary","Lower_Secondary","Farmer","Farmer",2,3,5,5,2,2,4,4,3,"Short","< 2","> 4",5,2,3,3,3,4,3,2,5,2,"Yes","No","Yes",5,1,5,5,5,4,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Maybe","1"
"178","Others","Others","Others","Others",2,4,4,5,4,4,5,3,3,"Moderate","< 2","< 2",3,4,3,4,4,4,4,4,4,4,"Yes","No","Yes",4,4,4,5,4,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","0"
"179","Elementary","Elementary","Farmer","Farmer",3,3,5,4,3,3,3,4,3,"Far","2 to 4","2 to 4",3,4,4,4,3,3,4,3,3,4,"Yes","No","Yes",4,2,4,4,4,5,3,5,3,"Khmer","Irregular","Enough","Enough","Enough","3"
"180","Lower_Secondary","Elementary","Others","Housewife",2,4,4,4,4,4,4,4,5,"Moderate","2 to 4","2 to 4",3,1,4,4,4,5,5,3,5,3,"Yes","No","Yes",3,1,3,3,3,3,3,3,3,"Khmer","One_Shift","Enough","Enough","Enough","0"
"181","Elementary","Elementary","Farmer","Farmer",2,5,4,5,3,5,4,4,3,"Far","< 2","> 4",5,1,5,5,5,5,5,1,1,2,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Not_enough","Enough","3"
"182","Elementary","Illiteracy","Unemployment","Housewife",1,1,2,1,1,1,2,2,3,"Moderate","< 2","> 4",4,2,5,5,5,4,4,2,3,3,"Yes","No","Yes",5,1,5,5,5,4,4,4,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","3"
"183","Graduate","Upper_Secondary","Government_Officer","Housewife",1,5,4,5,4,5,5,5,5,"Far","< 2","> 4",5,1,5,5,5,5,5,1,1,1,"Yes","Yes","Yes",5,1,5,5,5,5,4,5,3,"Khmer","Irregular","Enough","Not_enough","Enough","3"
"184","Upper_Secondary","Elementary","Business","Others",3,5,5,5,5,3,3,4,5,"Moderate","< 2","2 to 4",5,1,5,5,5,5,5,2,1,1,"Yes","Yes","Yes",4,1,4,4,4,3,3,3,3,"Khmer","One_Shift","Enough","Enough","Enough","3"
"185","Undergraduate","Lower_Secondary","Government_Officer","Housewife",2,5,5,5,3,4,4,5,4,"Moderate","2 to 4","> 4",4,2,4,4,4,4,3,3,3,2,"No","Yes","Yes",4,2,4,5,5,5,4,4,2,"Khmer","One_Shift","Not_enough","Enough","Not_enough","2"
"186","Undergraduate","Undergraduate","Government_Officer","Government_Officer",2,4,4,4,5,3,3,5,4,"Moderate","2 to 4","2 to 4",5,2,5,4,4,4,4,2,2,2,"Yes","No","Yes",4,2,4,5,5,5,4,4,2,"Khmer","Irregular","Enough","Enough","Enough","3"
"187","Others","Elementary","Business","Housewife",1,1,5,5,5,4,4,4,4,"Moderate","< 2","< 2",5,1,5,5,5,5,5,5,4,5,"Yes","No","Yes",4,4,5,5,5,4,4,5,3,"Khmer","Fullday","Enough","Enough","Enough","2"
"188","Others","Others","Government_Officer","Government_Officer",3,4,5,4,4,5,3,4,4,"Short","< 2","2 to 4",5,2,4,3,4,5,3,5,5,2,"Yes","Yes","Yes",5,2,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
"189","Lower_Secondary","Elementary","Farmer","Housewife",3,5,5,5,5,5,5,5,5,"Short","> 4","> 4",5,1,5,5,5,5,5,2,5,2,"Yes","No","Yes",5,2,5,5,5,5,5,5,2,"Khmer","Fullday","Maybe","Maybe","Maybe","3"
"190","Lower_Secondary","Elementary","Farmer","Housewife",3,5,5,5,5,5,5,5,5,"Short","> 4","> 4",5,1,5,5,5,5,5,2,5,2,"Yes","No","Yes",5,2,5,5,5,5,5,5,2,"Khmer","Fullday","Maybe","Maybe","Maybe","3"
"191","Elementary","Elementary","Farmer","Others",2,4,3,5,3,5,3,3,4,"Short","< 2","< 2",3,1,3,5,5,5,4,1,3,5,"Yes","Yes","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Maybe","0"
"192","Others","Others","Farmer","Others",2,2,2,2,3,1,1,2,3,"Moderate","< 2","< 2",5,2,5,5,5,4,5,2,3,2,"No","No","Yes",3,2,5,5,5,5,3,3,3,"Khmer","Irregular","Not_enough","Not_enough","Not_enough","0"
"193","Elementary","Upper_Secondary","Business","Business",2,3,4,4,2,5,3,3,3,"Far","Never","< 2",1,1,4,2,4,5,3,5,2,2,"Yes","No","No",4,2,4,5,5,5,4,4,2,"Khmer","Irregular","Enough","Enough","Maybe","0"
"194","Elementary","Illiteracy","Farmer","Farmer",1,5,4,5,2,5,5,5,3,"Far","2 to 4","> 4",5,1,5,5,5,5,5,1,1,5,"Yes","No","No",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Not_enough","Enough","Not_enough","3"
"195","Undergraduate","Lower_Secondary","Farmer","Farmer",2,5,5,5,5,5,5,5,5,"Moderate","2 to 4","> 4",5,2,5,5,5,5,5,2,2,2,"Yes","Yes","Yes",5,2,5,5,4,5,4,4,2,"Khmer","Irregular","Not_enough","Enough","Enough","2"
"196","Undergraduate","Lower_Secondary","Business","Business",3,3,5,4,2,3,3,3,4,"Short","Never","> 4",5,2,5,4,5,5,4,3,2,1,"Yes","No","Yes",4,2,5,5,5,4,4,5,3,"Khmer","One_Shift","Enough","Enough","Enough","2"
"197","Elementary","Elementary","Farmer","Farmer",2,3,4,3,3,2,3,3,3,"Moderate","< 2","> 4",4,2,5,4,5,5,4,2,4,2,"Yes","No","Yes",4,2,5,5,4,4,3,4,2,"Khmer","Fullday","Enough","Enough","Enough","1"
"198","Upper_Secondary","Upper_Secondary","Business","Business",3,3,5,4,5,4,5,5,5,"Moderate","< 2","Never",4,4,5,2,3,4,4,5,5,2,"Yes","Yes","Yes",5,1,5,5,5,4,4,4,2,"Khmer","One_Shift","Enough","Enough","Enough","1"
"199","Lower_Secondary","Elementary","Farmer","Farmer",2,2,3,3,3,3,3,4,4,"Moderate","< 2","Never",4,1,5,5,4,4,3,2,4,4,"Yes","No","Yes",5,1,3,3,4,4,3,4,2,"Khmer","Irregular","Maybe","Enough","Enough","0"
"200","Undergraduate","Upper_Secondary","Farmer","Farmer",2,3,5,5,5,3,3,5,2,"Far","< 2","2 to 4",2,4,3,5,5,5,5,4,4,4,"No","No","Yes",3,2,3,4,4,4,3,3,2,"English","Fullday","Maybe","Enough","Maybe","0"
"201","Undergraduate","Upper_Secondary","Government_Officer","Housewife",2,3,4,5,4,5,5,4,5,"Moderate","< 2","2 to 4",4,2,5,4,4,4,5,2,2,1,"Yes","No","Yes",5,1,4,4,5,5,3,4,2,"Khmer","Irregular","Not_enough","Enough","Enough","1"
